지역,구시군,선거년도,선거종류,득표_1위_정당,득표_2위_정당,득표_1위_후보번호,득표_1위_득표율,득표_2위_후보번호,득표_2위_득표율,보수정당_후보자수,진보정당_후보자수,그외정당_후보자수,무소속_후보자수,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
경북,포항시북구,2018,광역단체장,보수정당,진보정당,2,0.4696,1,0.4201,1,1,2,0,223110,139955,64206,57440,15073,0,136719,3236,83155
경북,포항시남구,2018,광역단체장,보수정당,진보정당,2,0.4675,1,0.4248,1,1,2,0,198696,119400,54509,49535,12559,0,116603,2797,79296
경북,울릉군,2018,광역단체장,보수정당,진보정당,2,0.591,1,0.2921,1,1,2,0,9057,7479,4222,2087,835,0,7144,335,1578
경북,경주시,2018,광역단체장,보수정당,진보정당,2,0.5439,1,0.3298,1,1,2,0,218273,139142,73050,44294,16953,0,134297,4845,79131
경북,김천시,2018,광역단체장,보수정당,진보정당,2,0.5606,1,0.3281,1,1,2,0,119511,83567,45278,26500,8985,0,80763,2804,35944
경북,안동시,2018,광역단체장,보수정당,진보정당,2,0.4384,1,0.3101,1,1,2,0,137423,94434,40002,28292,22952,0,91246,3188,42989
경북,구미시,2018,광역단체장,보수정당,진보정당,2,0.4509,1,0.4306,1,1,2,0,332873,187236,82603,78892,21708,0,183203,4033,145637
경북,영주시,2018,광역단체장,보수정당,진보정당,2,0.5157,1,0.3235,1,1,2,0,91447,63733,31646,19849,9865,0,61360,2373,27714
경북,영천시,2018,광역단체장,보수정당,진보정당,2,0.5707,1,0.2937,1,1,2,0,88000,60058,32770,16867,7783,0,57420,2638,27942
경북,상주시,2018,광역단체장,보수정당,진보정당,2,0.6219,1,0.2653,1,1,2,0,87109,61995,36609,15617,6645,0,58871,3124,25114
경북,문경시,2018,광역단체장,보수정당,진보정당,2,0.6094,1,0.2476,1,1,2,0,62685,46221,26558,10790,6231,0,43579,2642,16464
경북,예천군,2018,광역단체장,보수정당,진보정당,2,0.6004,1,0.2554,1,1,2,0,44218,34638,19772,8409,4749,0,32930,1708,9580
경북,경산시,2018,광역단체장,보수정당,진보정당,2,0.5038,1,0.3591,1,1,2,0,215139,118506,58230,41503,15840,0,115573,2933,96633
경북,청도군,2018,광역단체장,보수정당,진보정당,2,0.6321,1,0.2676,1,1,2,0,39294,28370,17224,7291,2734,0,27249,1121,10924
경북,고령군,2018,광역단체장,보수정당,진보정당,2,0.6003,1,0.2589,1,1,2,0,29462,20295,11598,5002,2721,0,19321,974,9167
경북,성주군,2018,광역단체장,보수정당,진보정당,2,0.6,1,0.2688,1,1,2,0,40239,28866,16390,7344,3583,0,27317,1549,11373
경북,칠곡군,2018,광역단체장,보수정당,진보정당,2,0.4916,1,0.3961,1,1,2,0,96894,54843,26215,21124,5988,0,53327,1516,42051
경북,군위군,2018,광역단체장,보수정당,진보정당,2,0.6174,1,0.2126,1,1,2,0,22753,18641,10754,3703,2961,0,17418,1223,4112
경북,의성군,2018,광역단체장,보수정당,진보정당,2,0.6185,1,0.2229,1,1,2,0,48843,36240,21030,7578,5393,0,34001,2239,12603
경북,청송군,2018,광역단체장,보수정당,진보정당,2,0.5521,1,0.2578,1,1,2,0,23522,18151,9506,4439,3274,0,17219,932,5371
경북,영양군,2018,광역단체장,보수정당,진보정당,2,0.5407,1,0.2739,1,1,2,0,15686,12905,6609,3348,2265,0,12222,683,2781
경북,영덕군,2018,광역단체장,보수정당,진보정당,2,0.5986,1,0.3013,1,1,2,0,34366,26337,15037,7568,2515,0,25120,1217,8029
경북,봉화군,2018,광역단체장,보수정당,진보정당,2,0.5286,1,0.2695,1,1,2,0,29582,23343,11690,5960,4464,0,22114,1229,6239
경북,울진군,2018,광역단체장,보수정당,진보정당,2,0.5575,1,0.2947,1,1,2,0,43356,33184,17277,9132,4583,0,30992,2192,10172
